DBUID,DBRPLAMX,DBRPLAMY,PRUID,PRNAME,CDUID,CDNAME,CDTYPE,CCSUID,CCSNAME,CSDUID,CSDNAME,CSDTYPE,ERUID,ERNAME,FEDUID,FEDNAME,SACCODE,SACTYPE,CMAUID,CMAPUID,CMANAME,CMATYPE,CTUID,CTNAME,ADAUID,DAUID,HR_UID,ENG_LABEL,FRE_LABEL,Shape_Leng,Shape_Area
"35370813020",6999140.75198501,697514.32382501,"35",Ontario,"3537",Essex,CTY,"3537003",Leamington,"3537003",Leamington,MU,"3570",Windsor--Sarnia,"35017",Chatham-Kent--Leamington,"557","3","557","35557",Leamington,D,,,"35370045","35370813","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370813021",6990274.20581500,699581.75739500,"35",Ontario,"3537",Essex,CTY,"3537003",Leamington,"3537003",Leamington,MU,"3570",Windsor--Sarnia,"35017",Chatham-Kent--Leamington,"557","3","557","35557",Leamington,D,,,"35370045","35370813","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370860008",6955166.71347500,726252.13209501,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35116",Windsor--Tecumseh,"559","1","559","35559",Windsor,B,"5590018.03","0018.03","35370021","35370860","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370861001",6955393.32642501,726691.57955001,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35116",Windsor--Tecumseh,"559","1","559","35559",Windsor,B,"5590018.03","0018.03","35370021","35370861","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370861002",6955300.14714000,726479.88791000,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35116",Windsor--Tecumseh,"559","1","559","35559",Windsor,B,"5590018.03","0018.03","35370021","35370861","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370857003",6958696.99857000,727858.85256501,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35116",Windsor--Tecumseh,"559","1","559","35559",Windsor,B,"5590019.04","0019.04","35370015","35370857","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370858001",6958705.17024001,728459.69391000,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35116",Windsor--Tecumseh,"559","1","559","35559",Windsor,B,"5590019.04","0019.04","35370015","35370858","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370858002",6958916.18285500,728347.48227001,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35116",Windsor--Tecumseh,"559","1","559","35559",Windsor,B,"5590019.04","0019.04","35370015","35370858","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370858003",6959401.76347501,728465.16396501,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35116",Windsor--Tecumseh,"559","1","559","35559",Windsor,B,"5590019.04","0019.04","35370015","35370858","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370858004",6958773.72976001,728256.12939500,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35116",Windsor--Tecumseh,"559","1","559","35559",Windsor,B,"5590019.04","0019.04","35370015","35370858","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370858005",6959165.25132000,728262.71555500,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35116",Windsor--Tecumseh,"559","1","559","35559",Windsor,B,"5590019.04","0019.04","35370015","35370858","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370859001",6955003.08715501,727115.73489000,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35116",Windsor--Tecumseh,"559","1","559","35559",Windsor,B,"5590018.03","0018.03","35370021","35370859","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370859002",6955132.92590500,726833.22745500,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35116",Windsor--Tecumseh,"559","1","559","35559",Windsor,B,"5590018.03","0018.03","35370021","35370859","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370860001",6954814.05630501,727018.36831000,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35116",Windsor--Tecumseh,"559","1","559","35559",Windsor,B,"5590018.03","0018.03","35370021","35370860","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370860002",6954994.38825501,726741.03990500,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35116",Windsor--Tecumseh,"559","1","559","35559",Windsor,B,"5590018.03","0018.03","35370021","35370860","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370860003",6954888.95112500,726672.23603500,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35116",Windsor--Tecumseh,"559","1","559","35559",Windsor,B,"5590018.03","0018.03","35370021","35370860","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370860004",6955027.61013500,726462.33418500,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35116",Windsor--Tecumseh,"559","1","559","35559",Windsor,B,"5590018.03","0018.03","35370021","35370860","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370860005",6955132.24504001,726535.81581501,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35116",Windsor--Tecumseh,"559","1","559","35559",Windsor,B,"5590018.03","0018.03","35370021","35370860","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370860006",6954928.53006501,726396.25296000,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35116",Windsor--Tecumseh,"559","1","559","35559",Windsor,B,"5590018.03","0018.03","35370021","35370860","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370860007",6955067.01787501,726186.08339500,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35116",Windsor--Tecumseh,"559","1","559","35559",Windsor,B,"5590018.03","0018.03","35370021","35370860","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370865001",6955409.29183500,725745.60222000,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35116",Windsor--Tecumseh,"559","1","559","35559",Windsor,B,"5590018.03","0018.03","35370021","35370865","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370865002",6955307.58285501,725607.91669500,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35116",Windsor--Tecumseh,"559","1","559","35559",Windsor,B,"5590018.03","0018.03","35370021","35370865","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370865003",6955607.77045000,725446.50145501,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35116",Windsor--Tecumseh,"559","1","559","35559",Windsor,B,"5590018.03","0018.03","35370021","35370865","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370865004",6955411.86184500,725371.09126500,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35116",Windsor--Tecumseh,"559","1","559","35559",Windsor,B,"5590018.03","0018.03","35370021","35370865","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370866001",6948504.59984001,722769.09736000,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590011.01","0011.01","35370028","35370866","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370866003",6948672.38021000,722515.51640500,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590011.01","0011.01","35370028","35370866","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370866004",6948378.46589500,722321.64213001,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590011.01","0011.01","35370028","35370866","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370866005",6947570.18294001,722884.14606500,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590011.01","0011.01","35370028","35370866","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370866006",6947847.74690001,722462.64757501,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590011.01","0011.01","35370028","35370866","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370866007",6947735.45328501,722631.66340001,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590011.01","0011.01","35370028","35370866","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370866010",6948598.85460000,722467.16851000,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590011.01","0011.01","35370028","35370866","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370866011",6948430.84347501,722720.66888500,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590011.01","0011.01","35370028","35370866","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370866015",6948578.80137000,722817.78731000,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590011.01","0011.01","35370028","35370866","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370866025",6947909.95697001,723831.94683500,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590011.01","0011.01","35370028","35370866","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370866031",6948451.63691001,722369.80946000,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590011.01","0011.01","35370028","35370866","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370866032",6948357.83462501,722671.74484000,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590011.01","0011.01","35370028","35370866","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370172001",6948892.77449001,725432.81847000,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590013.00","0013.00","35370024","35370172","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370172002",6948889.92937001,725303.25799501,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590013.00","0013.00","35370024","35370172","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370172003",6948809.98840500,725250.64736500,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590013.00","0013.00","35370024","35370172","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370172004",6948750.81618500,725339.04897000,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590013.00","0013.00","35370024","35370172","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370172005",6948759.42993000,725101.77909001,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590013.00","0013.00","35370024","35370172","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370172006",6948935.42264500,725061.10640500,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590013.00","0013.00","35370024","35370172","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370172007",6949015.27637000,725114.02605500,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590013.00","0013.00","35370024","35370172","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370173001",6949299.09181500,725623.33679501,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590013.00","0013.00","35370024","35370173","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370173002",6949222.87799501,725574.58078500,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590013.00","0013.00","35370024","35370173","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370173003",6949148.05328500,725525.08585000,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590013.00","0013.00","35370024","35370173","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370173004",6949068.34271500,725473.43377500,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590013.00","0013.00","35370024","35370173","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370174001",6948838.37012000,725816.83593000,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590026.00","0026.00","35370024","35370174","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370174002",6948736.00946000,725670.04284500,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590026.00","0026.00","35370024","35370174","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370174003",6948948.17459001,725654.61694000,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590026.00","0026.00","35370024","35370174","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370174004",6948843.86334000,725505.97724000,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590026.00","0026.00","35370024","35370174","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370175001",6948994.83052500,725920.02540001,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590026.00","0026.00","35370024","35370175","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370175002",6948921.22420500,725871.14741500,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590026.00","0026.00","35370024","35370175","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370175003",6949027.39845000,725707.37136500,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590026.00","0026.00","35370024","35370175","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370175004",6949102.85795000,725756.15302500,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590026.00","0026.00","35370024","35370175","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370175005",6949132.19974001,725876.83510000,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590026.00","0026.00","35370024","35370175","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370176001",6948751.81943001,726287.16515500,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35117",Windsor West / Windsor-Ouest,"559","1","559","35559",Windsor,B,"5590026.00","0026.00","35370024","35370176","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370296016",6956374.42506000,728796.73605501,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35116",Windsor--Tecumseh,"559","1","559","35559",Windsor,B,"5590042.00","0042.00","35370007","35370296","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370297001",6955956.89647500,729121.73540501,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35116",Windsor--Tecumseh,"559","1","559","35559",Windsor,B,"5590042.00","0042.00","35370007","35370297","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
"35370297002",6955869.32440501,729089.21872000,"35",Ontario,"3537",Essex,CTY,"3537039",Windsor,"3537039",Windsor,CY,"3570",Windsor--Sarnia,"35116",Windsor--Tecumseh,"559","1","559","35559",Windsor,B,"5590042.00","0042.00","35370007","35370297","3568",Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,430749.58101899998,1991396068.75000000000
