DBUID,DBRPLAMX,DBRPLAMY,PRUID,PRNAME,CDUID,CDNAME,CDTYPE,CCSUID,CCSNAME,CSDUID,CSDNAME,CSDTYPE,ERUID,ERNAME,FEDUID,FEDNAME,SACCODE,SACTYPE,CMAUID,CMAPUID,CMANAME,CMATYPE,CTUID,CTNAME,ADAUID,DAUID,HR_UID,ENG_LABEL,FRE_LABEL,Shape_Leng,Shape_Area
"35380119007",6993117.18770500,812321.07510000,"35",Ontario,"3538",Lambton,CTY,"3538030",Sarnia,"3538030",Sarnia,CY,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"562","2","562","35562",Sarnia,K,"5620010.00","0010.00","35380009","35380119","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380123001",6993353.23087501,813464.18243000,"35",Ontario,"3538",Lambton,CTY,"3538030",Sarnia,"3538030",Sarnia,CY,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"562","2","562","35562",Sarnia,K,"5620101.01","0101.01","35380003","35380123","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380123002",6993161.28670500,813370.21046500,"35",Ontario,"3538",Lambton,CTY,"3538030",Sarnia,"3538030",Sarnia,CY,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"562","2","562","35562",Sarnia,K,"5620101.01","0101.01","35380003","35380123","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380123004",6993373.39666501,813159.12619000,"35",Ontario,"3538",Lambton,CTY,"3538030",Sarnia,"3538030",Sarnia,CY,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"562","2","562","35562",Sarnia,K,"5620101.01","0101.01","35380003","35380123","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380123006",6993297.65214001,812992.00331001,"35",Ontario,"3538",Lambton,CTY,"3538030",Sarnia,"3538030",Sarnia,CY,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"562","2","562","35562",Sarnia,K,"5620101.01","0101.01","35380003","35380123","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380124001",6992975.50373501,813571.21110000,"35",Ontario,"3538",Lambton,CTY,"3538030",Sarnia,"3538030",Sarnia,CY,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"562","2","562","35562",Sarnia,K,"5620010.00","0010.00","35380009","35380124","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380174010",6997200.91045500,816030.42945001,"35",Ontario,"3538",Lambton,CTY,"3538030",Sarnia,"3538030",Sarnia,CY,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"562","2","562","35562",Sarnia,K,"5620101.02","0101.02","35380003","35380174","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380174013",6998569.47847000,816625.86840000,"35",Ontario,"3538",Lambton,CTY,"3538030",Sarnia,"3538030",Sarnia,CY,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"562","2","562","35562",Sarnia,K,"5620101.02","0101.02","35380003","35380174","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380174014",6998460.65130000,816608.04455500,"35",Ontario,"3538",Lambton,CTY,"3538030",Sarnia,"3538030",Sarnia,CY,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"562","2","562","35562",Sarnia,K,"5620101.02","0101.02","35380003","35380174","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380174015",6998368.20337500,816501.15489500,"35",Ontario,"3538",Lambton,CTY,"3538030",Sarnia,"3538030",Sarnia,CY,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"562","2","562","35562",Sarnia,K,"5620101.02","0101.02","35380003","35380174","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380174016",6998550.48531500,816443.22401001,"35",Ontario,"3538",Lambton,CTY,"3538030",Sarnia,"3538030",Sarnia,CY,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"562","2","562","35562",Sarnia,K,"5620101.02","0101.02","35380003","35380174","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380249031",7032136.35438500,837405.78144000,"35",Ontario,"3538",Lambton,CTY,"3538040",Lambton Shores,"3538040",Lambton Shores,MU,"3570",Windsor--Sarnia,"35048",Lambton--Kent--Middlesex,"997","5",,,,,,,"35380001","35380249","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380250001",7033918.44142500,838027.21241000,"35",Ontario,"3538",Lambton,CTY,"3538040",Lambton Shores,"3538040",Lambton Shores,MU,"3570",Windsor--Sarnia,"35048",Lambton--Kent--Middlesex,"997","5",,,,,,,"35380001","35380250","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380250002",7033229.95287000,837599.96568000,"35",Ontario,"3538",Lambton,CTY,"3538040",Lambton Shores,"3538040",Lambton Shores,MU,"3570",Windsor--Sarnia,"35048",Lambton--Kent--Middlesex,"997","5",,,,,,,"35380001","35380250","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380175013",6999273.19357000,816692.47945001,"35",Ontario,"3538",Lambton,CTY,"3538030",Sarnia,"3538030",Sarnia,CY,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"562","2","562","35562",Sarnia,K,"5620101.02","0101.02","35380003","35380175","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380175014",6999899.53990000,816878.68008000,"35",Ontario,"3538",Lambton,CTY,"3538030",Sarnia,"3538030",Sarnia,CY,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"562","2","562","35562",Sarnia,K,"5620101.02","0101.02","35380003","35380175","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380176001",7000237.12558500,817217.84940501,"35",Ontario,"3538",Lambton,CTY,"3538030",Sarnia,"3538030",Sarnia,CY,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"562","2","562","35562",Sarnia,K,"5620101.03","0101.03","35380007","35380176","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380176002",7000311.02835500,817122.04743000,"35",Ontario,"3538",Lambton,CTY,"3538030",Sarnia,"3538030",Sarnia,CY,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"562","2","562","35562",Sarnia,K,"5620101.03","0101.03","35380007","35380176","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380176003",7000288.48428500,816994.08276501,"35",Ontario,"3538",Lambton,CTY,"3538030",Sarnia,"3538030",Sarnia,CY,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"562","2","562","35562",Sarnia,K,"5620101.03","0101.03","35380007","35380176","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380176005",7000394.21998501,816905.40470000,"35",Ontario,"3538",Lambton,CTY,"3538030",Sarnia,"3538030",Sarnia,CY,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"562","2","562","35562",Sarnia,K,"5620101.03","0101.03","35380007","35380176","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380251011",7031700.96392500,834761.51497500,"35",Ontario,"3538",Lambton,CTY,"3538040",Lambton Shores,"3538040",Lambton Shores,MU,"3570",Windsor--Sarnia,"35048",Lambton--Kent--Middlesex,"997","5",,,,,,,"35380001","35380251","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380251012",7031844.78124001,833632.69364000,"35",Ontario,"3538",Lambton,CTY,"3538040",Lambton Shores,"3538040",Lambton Shores,MU,"3570",Windsor--Sarnia,"35048",Lambton--Kent--Middlesex,"997","5",,,,,,,"35380001","35380251","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380251013",7032108.66861501,831739.48110500,"35",Ontario,"3538",Lambton,CTY,"3538040",Lambton Shores,"3538040",Lambton Shores,MU,"3570",Windsor--Sarnia,"35048",Lambton--Kent--Middlesex,"997","5",,,,,,,"35380001","35380251","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380251014",7030008.51388501,831451.15774500,"35",Ontario,"3538",Lambton,CTY,"3538040",Lambton Shores,"3538040",Lambton Shores,MU,"3570",Windsor--Sarnia,"35048",Lambton--Kent--Middlesex,"997","5",,,,,,,"35380001","35380251","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380251015",7027905.03134500,831158.91280501,"35",Ontario,"3538",Lambton,CTY,"3538040",Lambton Shores,"3538040",Lambton Shores,MU,"3570",Windsor--Sarnia,"35048",Lambton--Kent--Middlesex,"997","5",,,,,,,"35380001","35380251","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380251016",7028079.36767501,829890.07093500,"35",Ontario,"3538",Lambton,CTY,"3538040",Lambton Shores,"3538040",Lambton Shores,MU,"3570",Windsor--Sarnia,"35048",Lambton--Kent--Middlesex,"997","5",,,,,,,"35380001","35380251","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380251017",7028266.12161501,829054.33399500,"35",Ontario,"3538",Lambton,CTY,"3538040",Lambton Shores,"3538040",Lambton Shores,MU,"3570",Windsor--Sarnia,"35048",Lambton--Kent--Middlesex,"997","5",,,,,,,"35380001","35380251","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380251007",7029719.93360001,833591.15821001,"35",Ontario,"3538",Lambton,CTY,"3538040",Lambton Shores,"3538040",Lambton Shores,MU,"3570",Windsor--Sarnia,"35048",Lambton--Kent--Middlesex,"997","5",,,,,,,"35380001","35380251","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380251008",7029451.08156001,835271.60733001,"35",Ontario,"3538",Lambton,CTY,"3538040",Lambton Shores,"3538040",Lambton Shores,MU,"3570",Windsor--Sarnia,"35048",Lambton--Kent--Middlesex,"997","5",,,,,,,"35380001","35380251","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380251009",7031559.98615000,835599.89567000,"35",Ontario,"3538",Lambton,CTY,"3538040",Lambton Shores,"3538040",Lambton Shores,MU,"3570",Windsor--Sarnia,"35048",Lambton--Kent--Middlesex,"997","5",,,,,,,"35380001","35380251","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380251010",7031432.09493001,836581.77542501,"35",Ontario,"3538",Lambton,CTY,"3538040",Lambton Shores,"3538040",Lambton Shores,MU,"3570",Windsor--Sarnia,"35048",Lambton--Kent--Middlesex,"997","5",,,,,,,"35380001","35380251","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380275013",7013158.97571500,801625.34888000,"35",Ontario,"3538",Lambton,CTY,"3538016",Enniskillen,"3538019",Petrolia,T,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"996","4",,,,,,,"35380015","35380275","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380275014",7013083.87136000,801935.07424000,"35",Ontario,"3538",Lambton,CTY,"3538016",Enniskillen,"3538019",Petrolia,T,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"996","4",,,,,,,"35380015","35380275","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380276001",7012963.13214000,802299.85848501,"35",Ontario,"3538",Lambton,CTY,"3538016",Enniskillen,"3538019",Petrolia,T,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"996","4",,,,,,,"35380015","35380276","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380276002",7012737.36142500,802344.49804500,"35",Ontario,"3538",Lambton,CTY,"3538016",Enniskillen,"3538019",Petrolia,T,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"996","4",,,,,,,"35380015","35380276","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380276003",7012924.19774500,802031.32714500,"35",Ontario,"3538",Lambton,CTY,"3538016",Enniskillen,"3538019",Petrolia,T,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"996","4",,,,,,,"35380015","35380276","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380252010",7036229.40713500,832838.49796500,"35",Ontario,"3538",Lambton,CTY,"3538040",Lambton Shores,"3538040",Lambton Shores,MU,"3570",Windsor--Sarnia,"35048",Lambton--Kent--Middlesex,"997","5",,,,,,,"35380001","35380252","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380253021",7036079.86307000,828163.93277501,"35",Ontario,"3538",Lambton,CTY,"3538040",Lambton Shores,"3538040",Lambton Shores,MU,"3570",Windsor--Sarnia,"35048",Lambton--Kent--Middlesex,"997","5",,,,,,,"35380001","35380253","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380253022",7036098.90420500,828025.81760500,"35",Ontario,"3538",Lambton,CTY,"3538040",Lambton Shores,"3538040",Lambton Shores,MU,"3570",Windsor--Sarnia,"35048",Lambton--Kent--Middlesex,"997","5",,,,,,,"35380001","35380253","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380253023",7035994.61274000,828011.21211001,"35",Ontario,"3538",Lambton,CTY,"3538040",Lambton Shores,"3538040",Lambton Shores,MU,"3570",Windsor--Sarnia,"35048",Lambton--Kent--Middlesex,"997","5",,,,,,,"35380001","35380253","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380253024",7035886.71758500,828007.08354500,"35",Ontario,"3538",Lambton,CTY,"3538040",Lambton Shores,"3538040",Lambton Shores,MU,"3570",Windsor--Sarnia,"35048",Lambton--Kent--Middlesex,"997","5",,,,,,,"35380001","35380253","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380253026",7035802.54189500,827916.61997000,"35",Ontario,"3538",Lambton,CTY,"3538040",Lambton Shores,"3538040",Lambton Shores,MU,"3570",Windsor--Sarnia,"35048",Lambton--Kent--Middlesex,"997","5",,,,,,,"35380001","35380253","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380253027",7035965.08844001,827860.53308500,"35",Ontario,"3538",Lambton,CTY,"3538040",Lambton Shores,"3538040",Lambton Shores,MU,"3570",Windsor--Sarnia,"35048",Lambton--Kent--Middlesex,"997","5",,,,,,,"35380001","35380253","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380280003",7012470.76570500,802661.30568000,"35",Ontario,"3538",Lambton,CTY,"3538016",Enniskillen,"3538019",Petrolia,T,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"996","4",,,,,,,"35380015","35380280","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380280004",7012524.48714001,802570.66206500,"35",Ontario,"3538",Lambton,CTY,"3538016",Enniskillen,"3538019",Petrolia,T,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"996","4",,,,,,,"35380015","35380280","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380280005",7012176.52875500,802845.36390501,"35",Ontario,"3538",Lambton,CTY,"3538016",Enniskillen,"3538019",Petrolia,T,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"996","4",,,,,,,"35380015","35380280","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380280006",7012385.71560500,802771.93378000,"35",Ontario,"3538",Lambton,CTY,"3538016",Enniskillen,"3538019",Petrolia,T,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"996","4",,,,,,,"35380015","35380280","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380280007",7012216.54624501,802719.01620501,"35",Ontario,"3538",Lambton,CTY,"3538016",Enniskillen,"3538019",Petrolia,T,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"996","4",,,,,,,"35380015","35380280","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380280009",7012151.40108000,802192.00542000,"35",Ontario,"3538",Lambton,CTY,"3538016",Enniskillen,"3538019",Petrolia,T,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"996","4",,,,,,,"35380015","35380280","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380282001",7014626.89214001,804078.97930500,"35",Ontario,"3538",Lambton,CTY,"3538016",Enniskillen,"3538019",Petrolia,T,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"996","4",,,,,,,"35380015","35380282","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380282002",7013240.99052501,803893.11124000,"35",Ontario,"3538",Lambton,CTY,"3538016",Enniskillen,"3538019",Petrolia,T,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"996","4",,,,,,,"35380015","35380282","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380282003",7014301.29879001,802988.41937501,"35",Ontario,"3538",Lambton,CTY,"3538016",Enniskillen,"3538019",Petrolia,T,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"996","4",,,,,,,"35380015","35380282","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380282004",7015490.91982500,803112.76685001,"35",Ontario,"3538",Lambton,CTY,"3538016",Enniskillen,"3538019",Petrolia,T,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"996","4",,,,,,,"35380015","35380282","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380282005",7014273.56963000,802201.18650001,"35",Ontario,"3538",Lambton,CTY,"3538016",Enniskillen,"3538019",Petrolia,T,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"996","4",,,,,,,"35380015","35380282","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380282006",7014483.50835001,802318.91704500,"35",Ontario,"3538",Lambton,CTY,"3538016",Enniskillen,"3538019",Petrolia,T,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"996","4",,,,,,,"35380015","35380282","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380282007",7014615.50263500,802342.47679000,"35",Ontario,"3538",Lambton,CTY,"3538016",Enniskillen,"3538019",Petrolia,T,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"996","4",,,,,,,"35380015","35380282","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380282008",7013478.11222000,802202.05075501,"35",Ontario,"3538",Lambton,CTY,"3538016",Enniskillen,"3538019",Petrolia,T,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"996","4",,,,,,,"35380015","35380282","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380282009",7013481.05409501,802098.09705000,"35",Ontario,"3538",Lambton,CTY,"3538016",Enniskillen,"3538019",Petrolia,T,"3570",Windsor--Sarnia,"35091",Sarnia--Lambton,"996","4",,,,,,,"35380015","35380282","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380307036",7018598.61279000,840068.11108001,"35",Ontario,"3538",Lambton,CTY,"3538040",Lambton Shores,"3538056",Kettle Point 44,IRI,"3570",Windsor--Sarnia,"35048",Lambton--Kent--Middlesex,"997","5",,,,,,,"35380002","35380307","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380307037",7019075.88394000,838192.66846000,"35",Ontario,"3538",Lambton,CTY,"3538040",Lambton Shores,"3538056",Kettle Point 44,IRI,"3570",Windsor--Sarnia,"35048",Lambton--Kent--Middlesex,"997","5",,,,,,,"35380002","35380307","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380307038",7020138.12642500,839924.15501000,"35",Ontario,"3538",Lambton,CTY,"3538040",Lambton Shores,"3538056",Kettle Point 44,IRI,"3570",Windsor--Sarnia,"35048",Lambton--Kent--Middlesex,"997","5",,,,,,,"35380002","35380307","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
"35380307039",7019192.60038000,840723.14039000,"35",Ontario,"3538",Lambton,CTY,"3538040",Lambton Shores,"3538056",Kettle Point 44,IRI,"3570",Windsor--Sarnia,"35048",Lambton--Kent--Middlesex,"997","5",,,,,,,"35380002","35380307","3542",Lambton Health Unit,Circonscription sanitaire de Lambton,654375.10765899997,3196601494.53999996185
